ID,Data Point,Column Name,Category,Sub Category,ACS Variable,ACS Table
967,Disability: Cognitive Difficulty Male 5 to 17,disability_m5to17_cognitive,Population,Disability,B18104_003E,B18104
968,Disability: Cognitive Difficulty Male 5 to 17 with Disability: Cognitive Difficulty,disability_m5to17_cognitivedifficulty,Population,Disability,B18104_004E,B18104
969,Disability: Cognitive Difficulty Male 5 to 17 Without Disability: Cognitive Difficulty,disability_m5to17_nocognitivedifficulty,Population,Disability,B18104_005E,B18104
970,Disability: Cognitive Difficulty Male 18 to 34,disability_m18to34_cognitive,Population,Disability,B18104_006E,B18104
971,Disability: Cognitive Difficulty Male 18 to 34 with Disability: Cognitive Difficulty,disability_m18to34_cognitivedifficulty,Population,Disability,B18104_007E,B18104
972,Disability: Cognitive Difficulty Male 18 to 34 Without Disability: Cognitive Difficulty,disability_m18to34_nocognitivedifficulty,Population,Disability,B18104_008E,B18104
973,Disability: Cognitive Difficulty Male 35 to 64,disability_m35to64_cognitive,Population,Disability,B18104_009E,B18104
974,Disability: Cognitive Difficulty Male 35 to 64 with Disability: Cognitive Difficulty,disability_m35to64_cognitivedifficulty,Population,Disability,B18104_010E,B18104
975,Disability: Cognitive Difficulty Male 35 to 64 Without Disability: Cognitive Difficulty,disability_m35to64_nocognitivedifficulty,Population,Disability,B18104_011E,B18104
976,Disability: Cognitive Difficulty Male 65 to 74,disability_m65to74_cognitive,Population,Disability,B18104_012E,B18104
977,Disability: Cognitive Difficulty Male 65 to 74 with Disability: Cognitive Difficulty,disability_m65to74_cognitivedifficulty,Population,Disability,B18104_013E,B18104
978,Disability: Cognitive Difficulty Male 65 to 74 Without Disability: Cognitive Difficulty,disability_m65to74_nocognitivedifficulty,Population,Disability,B18104_014E,B18104
979,Disability: Cognitive Difficulty Male 75+,disability_m75+_cognitive,Population,Disability,B18104_015E,B18104
980,Disability: Cognitive Difficulty Male 75+ with Disability: Cognitive Difficulty,disability_m75+_cognitivedifficulty,Population,Disability,B18104_016E,B18104
981,Disability: Cognitive Difficulty Male 75+ Without Disability: Cognitive Difficulty,disability_m75+_nocognitivedifficulty,Population,Disability,B18104_017E,B18104
982,Disability: Cognitive Difficulty Total Female,disability_totalfemale_cognitive,Population,Disability,B18104_018E,B18104
983,Disability: Cognitive Difficulty Female 5 to 17,disability_f5to17_cognitive,Population,Disability,B18104_019E,B18104
984,Disability: Cognitive Difficulty Female 5 to 17 with Disability: Cognitive Difficulty,disability_f5to17_cognitivedifficulty,Population,Disability,B18104_020E,B18104
985,Disability: Cognitive Difficulty Female 5 to 17 Without Disability: Cognitive Difficulty,disability_f5to17_nocognitivedifficulty,Population,Disability,B18104_021E,B18104
986,Disability: Cognitive Difficulty Female 18 to 34,disability_f18to34_cognitive,Population,Disability,B18104_022E,B18104
987,Disability: Cognitive Difficulty Female 18 to 34 with Disability: Cognitive Difficulty,disability_f18to34_cognitivedifficulty,Population,Disability,B18104_023E,B18104
988,Disability: Cognitive Difficulty Female 18 to 34 Without Disability: Cognitive Difficulty,disability_f18to34_nocognitivedifficulty,Population,Disability,B18104_024E,B18104
989,Disability: Cognitive Difficulty Female 35 to 64,disability_f35to64_cognitive,Population,Disability,B18104_025E,B18104
990,Disability: Cognitive Difficulty Female 35 to 64 with Disability: Cognitive Difficulty,disability_f35to64_cognitivedifficulty,Population,Disability,B18104_026E,B18104
991,Disability: Cognitive Difficulty Female 35 to 64 Without Disability: Cognitive Difficulty,disability_f35to64_nocognitivedifficulty,Population,Disability,B18104_027E,B18104
992,Disability: Cognitive Difficulty Female 65 to 74,disability_f65to74_cognitive,Population,Disability,B18104_028E,B18104
993,Disability: Cognitive Difficulty Female 65 to 74 with Disability: Cognitive Difficulty,disability_f65to74_cognitivedifficulty,Population,Disability,B18104_029E,B18104
994,Disability: Cognitive Difficulty Female 65 to 74 Without Disability: Cognitive Difficulty,disability_f65to74_nocognitivedifficulty,Population,Disability,B18104_030E,B18104
995,Disability: Cognitive Difficulty Female 75+,disability_f75+_cognitive,Population,Disability,B18104_031E,B18104
996,Disability: Cognitive Difficulty Female 75+ with Disability: Cognitive Difficulty,disability_f75+_cognitivedifficulty,Population,Disability,B18104_032E,B18104
997,Disability: Cognitive Difficulty Female 75+ Without Disability: Cognitive Difficulty,disability_f75+_nocognitivedifficulty,Population,Disability,B18104_033E,B18104
998,Disability: Ambulatory Difficulty Status by Sex by Age Total Series,disability_sexbyage_ambulatory_total_series,Population,Disability,B18105_001E,B18105
999,Disability: Ambulatory Difficulty Total Male,disability_totalmale_ambulatory,Population,Disability,B18105_002E,B18105
1000,Disability: Ambulatory Difficulty Male 5 to 17,disability_m5to17_ambulatory,Population,Disability,B18105_003E,B18105
1001,Disability: Ambulatory Difficulty Male 5 to 17 with Disability: Ambulatory Difficulty,disability_m5to17_ambulatorydifficulty,Population,Disability,B18105_004E,B18105
1002,Disability: Ambulatory Difficulty Male 5 to 17 Without Disability: Ambulatory Difficulty,disability_m5to17_noambulatorydifficulty,Population,Disability,B18105_005E,B18105
1003,Disability: Ambulatory Difficulty Male 18 to 34,disability_m18to34_ambulatory,Population,Disability,B18105_006E,B18105
1004,Disability: Ambulatory Difficulty Male 18 to 34 with Disability: Ambulatory Difficulty,disability_m18to34_ambulatorydifficulty,Population,Disability,B18105_007E,B18105
1005,Disability: Ambulatory Difficulty Male 18 to 34 Without Disability: Ambulatory Difficulty,disability_m18to34_noambulatorydifficulty,Population,Disability,B18105_008E,B18105
1006,Disability: Ambulatory Difficulty Male 35 to 64,disability_m35to64_ambulatory,Population,Disability,B18105_009E,B18105
1007,Disability: Ambulatory Difficulty Male 35 to 64 with Disability: Ambulatory Difficulty,disability_m35to64_ambulatorydifficulty,Population,Disability,B18105_010E,B18105
1008,Disability: Ambulatory Difficulty Male 35 to 64 Without Disability: Ambulatory Difficulty,disability_m35to64_noambulatorydifficulty,Population,Disability,B18105_011E,B18105
1009,Disability: Ambulatory Difficulty Male 65 to 74,disability_m65to74_ambulatory,Population,Disability,B18105_012E,B18105
1010,Disability: Ambulatory Difficulty Male 65 to 74 with Disability: Ambulatory Difficulty,disability_m65to74_ambulatorydifficulty,Population,Disability,B18105_013E,B18105
1011,Disability: Ambulatory Difficulty Male 65 to 74 Without Disability: Ambulatory Difficulty,disability_m65to74_noambulatorydifficulty,Population,Disability,B18105_014E,B18105
1012,Disability: Ambulatory Difficulty Male 75+,disability_m75+_ambulatory,Population,Disability,B18105_015E,B18105
1013,Disability: Ambulatory Difficulty Male 75+ with Disability: Ambulatory Difficulty,disability_m75+_ambulatorydifficulty,Population,Disability,B18105_016E,B18105
1014,Disability: Ambulatory Difficulty Male 75+ Without Disability: Ambulatory Difficulty,disability_m75+_noambulatorydifficulty,Population,Disability,B18105_017E,B18105
1015,Disability: Ambulatory Difficulty Total Female,disability_totalfemale_ambulatory,Population,Disability,B18105_018E,B18105
1016,Disability: Ambulatory Difficulty Female 5 to 17,disability_f5to17_ambulatory,Population,Disability,B18105_019E,B18105
1017,Disability: Ambulatory Difficulty Female 5 to 17 with Disability: Ambulatory Difficulty,disability_f5to17_ambulatorydifficulty,Population,Disability,B18105_020E,B18105
1018,Disability: Ambulatory Difficulty Female 5 to 17 Without Disability: Ambulatory Difficulty,disability_f5to17_noambulatorydifficulty,Population,Disability,B18105_021E,B18105
1019,Disability: Ambulatory Difficulty Female 18 to 34,disability_f18to34_ambulatory,Population,Disability,B18105_022E,B18105
1020,Disability: Ambulatory Difficulty Female 18 to 34 with Disability: Ambulatory Difficulty,disability_f18to34_ambulatorydifficulty,Population,Disability,B18105_023E,B18105
1021,Disability: Ambulatory Difficulty Female 18 to 34 Without Disability: Ambulatory Difficulty,disability_f18to34_noambulatorydifficulty,Population,Disability,B18105_024E,B18105
1022,Disability: Ambulatory Difficulty Female 35 to 64,disability_f35to64_ambulatory,Population,Disability,B18105_025E,B18105
1023,Disability: Ambulatory Difficulty Female 35 to 64 with Disability: Ambulatory Difficulty,disability_f35to64_ambulatorydifficulty,Population,Disability,B18105_026E,B18105
1024,Disability: Ambulatory Difficulty Female 35 to 64 Without Disability: Ambulatory Difficulty,disability_f35to64_noambulatorydifficulty,Population,Disability,B18105_027E,B18105
1025,Disability: Ambulatory Difficulty Female 65 to 74,disability_f65to74_ambulatory,Population,Disability,B18105_028E,B18105
1026,Disability: Ambulatory Difficulty Female 65 to 74 with Disability: Ambulatory Difficulty,disability_f65to74_ambulatorydifficulty,Population,Disability,B18105_029E,B18105
1027,Disability: Ambulatory Difficulty Female 65 to 74 Without Disability: Ambulatory Difficulty,disability_f65to74_noambulatorydifficulty,Population,Disability,B18105_030E,B18105
1028,Disability: Ambulatory Difficulty Female 75+,disability_f75+_ambulatory,Population,Disability,B18105_031E,B18105
1029,Disability: Ambulatory Difficulty Female 75+ with Disability: Ambulatory Difficulty,disability_f75+_ambulatorydifficulty,Population,Disability,B18105_032E,B18105
1030,Disability: Ambulatory Difficulty Female 75+ Without Disability: Ambulatory Difficulty,disability_f75+_noambulatorydifficulty,Population,Disability,B18105_033E,B18105
1031,Disability: Self-Care Difficulty Status by Sex by Age Total Series,disability_sexbyage_selfcare_total_series,Population,Disability,B18106_001E,B18106
1032,Disability: Self-Care Difficulty Total Male,disability_totalmale_selfcare,Population,Disability,B18106_002E,B18106
1033,Disability: Self-Care Difficulty Male 5 to 17,disability_m5to17_selfcare,Population,Disability,B18106_003E,B18106
1034,Disability: Self-Care Difficulty Male 5 to 17 with Disability: Self-Care Difficulty,disability_m5to17_selfcaredifficulty,Population,Disability,B18106_004E,B18106
1035,Disability: Self-Care Difficulty Male 5 to 17 Without Disability: Self-Care Difficulty,disability_m5to17_noselfcaredifficulty,Population,Disability,B18106_005E,B18106
1036,Disability: Self-Care Difficulty Male 18 to 34,disability_m18to34_selfcare,Population,Disability,B18106_006E,B18106
1037,Disability: Self-Care Difficulty Male 18 to 34 with Disability: Self-Care Difficulty,disability_m18to34_selfcaredifficulty,Population,Disability,B18106_007E,B18106
1038,Disability: Self-Care Difficulty Male 18 to 34 Without Disability: Self-Care Difficulty,disability_m18to34_noselfcaredifficulty,Population,Disability,B18106_008E,B18106
1039,Disability: Self-Care Difficulty Male 35 to 64,disability_m35to64_selfcare,Population,Disability,B18106_009E,B18106
1040,Disability: Self-Care Difficulty Male 35 to 64 with Disability: Self-Care Difficulty,disability_m35to64_selfcaredifficulty,Population,Disability,B18106_010E,B18106
1041,Disability: Self-Care Difficulty Male 35 to 64 Without Disability: Self-Care Difficulty,disability_m35to64_noselfcaredifficulty,Population,Disability,B18106_011E,B18106
1042,Disability: Self-Care Difficulty Male 65 to 74,disability_m65to74_selfcare,Population,Disability,B18106_012E,B18106
1043,Disability: Self-Care Difficulty Male 65 to 74 with Disability: Self-Care Difficulty,disability_m65to74_selfcaredifficulty,Population,Disability,B18106_013E,B18106
1044,Disability: Self-Care Difficulty Male 65 to 74 Without Disability: Self-Care Difficulty,disability_m65to74_noselfcaredifficulty,Population,Disability,B18106_014E,B18106
1045,Disability: Self-Care Difficulty Male 75+,disability_m75+_selfcare,Population,Disability,B18106_015E,B18106
1046,Disability: Self-Care Difficulty Male 75+ with Disability: Self-Care Difficulty,disability_m75+_selfcaredifficulty,Population,Disability,B18106_016E,B18106
1047,Disability: Self-Care Difficulty Male 75+ Without Disability: Self-Care Difficulty,disability_m75+_noselfcaredifficulty,Population,Disability,B18106_017E,B18106
1048,Disability: Self-Care Difficulty Total Female,disability_totalfemale_selfcare,Population,Disability,B18106_018E,B18106
1049,Disability: Self-Care Difficulty Female 5 to 17,disability_f5to17_selfcare,Population,Disability,B18106_019E,B18106
1050,Disability: Self-Care Difficulty Female 5 to 17 with Disability: Self-Care Difficulty,disability_f5to17_selfcaredifficulty,Population,Disability,B18106_020E,B18106
1051,Disability: Self-Care Difficulty Female 5 to 17 Without Disability: Self-Care Difficulty,disability_f5to17_noselfcaredifficulty,Population,Disability,B18106_021E,B18106
1052,Disability: Self-Care Difficulty Female 18 to 34,disability_f18to34_selfcare,Population,Disability,B18106_022E,B18106
1053,Disability: Self-Care Difficulty Female 18 to 34 with Disability: Self-Care Difficulty,disability_f18to34_selfcaredifficulty,Population,Disability,B18106_023E,B18106
1054,Disability: Self-Care Difficulty Female 18 to 34 Without Disability: Self-Care Difficulty,disability_f18to34_noselfcaredifficulty,Population,Disability,B18106_024E,B18106
1055,Disability: Self-Care Difficulty Female 35 to 64,disability_f35to64_selfcare,Population,Disability,B18106_025E,B18106
1056,Disability: Self-Care Difficulty Female 35 to 64 with Disability: Self-Care Difficulty,disability_f35to64_selfcaredifficulty,Population,Disability,B18106_026E,B18106
1057,Disability: Self-Care Difficulty Female 35 to 64 Without Disability: Self-Care Difficulty,disability_f35to64_noselfcaredifficulty,Population,Disability,B18106_027E,B18106
1058,Disability: Self-Care Difficulty Female 65 to 74,disability_f65to74_selfcare,Population,Disability,B18106_028E,B18106
1059,Disability: Self-Care Difficulty Female 65 to 74 with Disability: Self-Care Difficulty,disability_f65to74_selfcaredifficulty,Population,Disability,B18106_029E,B18106
1060,Disability: Self-Care Difficulty Female 65 to 74 Without Disability: Self-Care Difficulty,disability_f65to74_noselfcaredifficulty,Population,Disability,B18106_030E,B18106
1061,Disability: Self-Care Difficulty Female 75+,disability_f75+_selfcare,Population,Disability,B18106_031E,B18106
1062,Disability: Self-Care Difficulty Female 75+ with Disability: Self-Care Difficulty,disability_f75+_selfcaredifficulty,Population,Disability,B18106_032E,B18106
1063,Disability: Self-Care Difficulty Female 75+ Without Disability: Self-Care Difficulty,disability_f75+_noselfcaredifficulty,Population,Disability,B18106_033E,B18106
1064,Disability: Independent Living Difficulty Status by Sex by Age Total Series,disability_sexbyage_independentliving_total_series,Population,Disability,B18107_001E,B18107
1065,Disability: Independent Living Difficulty Total Male,disability_totalmale_independentliving,Population,Disability,B18107_002E,B18107
1066,Disability: Independent Living Difficulty Male 18 to 34,disability_m18to34_independentliving,Population,Disability,B18107_003E,B18107
1067,Disability: Independent Living Difficulty Male 18 to 34 with Disability: Independent Living Difficulty,disability_m18to34_independentlivingdifficulty,Population,Disability,B18107_004E,B18107
1068,Disability: Independent Living Difficulty Male 18 to 34 Without Disability: Independent Living Difficulty,disability_m18to34_noindependentlivingdifficulty,Population,Disability,B18107_005E,B18107
1069,Disability: Independent Living Difficulty Male 35 to 64,disability_m35to64_independentliving,Population,Disability,B18107_006E,B18107
1070,Disability: Independent Living Difficulty Male 35 to 64 with Disability: Independent Living Difficulty,disability_m35to64_independentlivingdifficulty,Population,Disability,B18107_007E,B18107
1071,Disability: Independent Living Difficulty Male 35 to 64 Without Disability: Independent Living Difficulty,disability_m35to64_noindependentlivingdifficulty,Population,Disability,B18107_008E,B18107
1072,Disability: Independent Living Difficulty Male 65 to 74,disability_m65to74_independentliving,Population,Disability,B18107_009E,B18107
1073,Disability: Independent Living Difficulty Male 65 to 74 with Disability: Independent Living Difficulty,disability_m65to74_independentlivingdifficulty,Population,Disability,B18107_010E,B18107
1074,Disability: Independent Living Difficulty Male 65 to 74 Without Disability: Independent Living Difficulty,disability_m65to74_noindependentlivingdifficulty,Population,Disability,B18107_011E,B18107
1075,Disability: Independent Living Difficulty Male 75+,disability_m75+_independentliving,Population,Disability,B18107_012E,B18107
1076,Disability: Independent Living Difficulty Male 75+ with Disability: Independent Living Difficulty,disability_m75+_independentlivingdifficulty,Population,Disability,B18107_013E,B18107
1077,Disability: Independent Living Difficulty Male 75+ Without Disability: Independent Living Difficulty,disability_m75+_noindependentlivingdifficulty,Population,Disability,B18107_014E,B18107
1078,Disability: Independent Living Difficulty Total Female,disability_totalfemale_independentliving,Population,Disability,B18107_015E,B18107
1079,Disability: Independent Living Difficulty Female 18 to 34,disability_f18to34_independentliving,Population,Disability,B18107_016E,B18107
1080,Disability: Independent Living Difficulty Female 18 to 34 with Disability: Independent Living Difficulty,disability_f18to34_independentlivingdifficulty,Population,Disability,B18107_017E,B18107
1081,Disability: Independent Living Difficulty Female 18 to 34 Without Disability: Independent Living Difficulty,disability_f18to34_noindependentlivingdifficulty,Population,Disability,B18107_018E,B18107
1082,Disability: Independent Living Difficulty Female 35 to 64,disability_f35to64_independentliving,Population,Disability,B18107_019E,B18107
1083,Disability: Independent Living Difficulty Female 35 to 64 with Disability: Independent Living Difficulty,disability_f35to64_independentlivingdifficulty,Population,Disability,B18107_020E,B18107
1084,Disability: Independent Living Difficulty Female 35 to 64 Without Disability: Independent Living Difficulty,disability_f35to64_noindependentlivingdifficulty,Population,Disability,B18107_021E,B18107
1085,Disability: Independent Living Difficulty Female 65 to 74,disability_f65to74_independentliving,Population,Disability,B18107_022E,B18107
1086,Disability: Independent Living Difficulty Female 65 to 74 with Disability: Independent Living Difficulty,disability_f65to74_independentlivingdifficulty,Population,Disability,B18107_023E,B18107
1087,Disability: Independent Living Difficulty Female 65 to 74 Without Disability: Independent Living Difficulty,disability_f65to74_noindependentlivingdifficulty,Population,Disability,B18107_024E,B18107
1088,Disability: Independent Living Difficulty Female 75+,disability_f75+_independentliving,Population,Disability,B18107_025E,B18107
1089,Disability: Independent Living Difficulty Female 75+ with Disability: Independent Living Difficulty,disability_f75+_independentlivingdifficulty,Population,Disability,B18107_026E,B18107
1090,Disability: Independent Living Difficulty Female 75+ Without Disability: Independent Living Difficulty,disability_f75+_noindependentlivingdifficulty,Population,Disability,B18107_027E,B18107
1091,Veteran: Veteran Status by Sex by Age for the Civilian Population 18+,veteran_total_series,Population,Veteran Status,B21001_001E,B21001
1092,Veteran: Total Veteran,veteran_total_veteran,Population,Veteran Status,B21001_002E,B21001
1093,Veteran: Total Nonveteran,veteran_total_nonveteran,Population,Veteran Status,B21001_003E,B21001
1094,Veteran: Male,veteran_male,Population,Veteran Status,B21001_004E,B21001
1095,Veteran: Male Veteran,veteran_m_veteran,Population,Veteran Status,B21001_005E,B21001
1096,Veteran: Male Nonveteran,veteran_m_nonveteran,Population,Veteran Status,B21001_006E,B21001
1097,Veteran: Male 18 to 34,veteran_m18to34,Population,Veteran Status,B21001_007E,B21001
1098,Veteran: Male 18 to 34 Veteran,veteran_m18to34_veteran,Population,Veteran Status,B21001_008E,B21001
1099,Veteran: Male 18 to 34 Nonveteran,veteran_m18to34_nonveteran,Population,Veteran Status,B21001_009E,B21001
1100,Veteran: Male 35 to 54,veteran_m35to54,Population,Veteran Status,B21001_010E,B21001
1101,Veteran: Male 35 to 54 Veteran,veteran_m35to54_veteran,Population,Veteran Status,B21001_011E,B21001
1102,Veteran: Male 35 to 54 Nonveteran,veteran_m35to54_nonveteran,Population,Veteran Status,B21001_012E,B21001
1103,Veteran: Male 55 to 64,veteran_m55to64,Population,Veteran Status,B21001_013E,B21001
1104,Veteran: Male 55 to 64 Veteran,veteran_m55to64_veteran,Population,Veteran Status,B21001_014E,B21001
1105,Veteran: Male 55 to 64 Nonveteran,veteran_m55to64_nonveteran,Population,Veteran Status,B21001_015E,B21001
1106,Veteran: Male 65 to 74,veteran_m65to74,Population,Veteran Status,B21001_016E,B21001
1107,Veteran: Male 65 to 74 Veteran,veteran_m65to74_veteran,Population,Veteran Status,B21001_017E,B21001
1108,Veteran: Male 65 to 74 Nonveteran,veteran_m65to74_nonveteran,Population,Veteran Status,B21001_018E,B21001
1109,Veteran: Male 75+ ,veteran_m75+,Population,Veteran Status,B21001_019E,B21001
1110,Veteran: Male 75+ Veteran,veteran_m75+_veteran,Population,Veteran Status,B21001_020E,B21001
1111,Veteran: Male 75+ Nonveteran,veteran_m75+_nonveteran,Population,Veteran Status,B21001_021E,B21001
1112,Veteran: Female,veteran_female,Population,Veteran Status,B21001_022E,B21001
1113,Veteran: Female Veteran,veteran_f_veteran,Population,Veteran Status,B21001_023E,B21001
1114,Veteran: Female Nonveteran,veteran_f_nonveteran,Population,Veteran Status,B21001_024E,B21001
1115,Veteran: Female 18 to 34,veteran_f18to34,Population,Veteran Status,B21001_025E,B21001
1116,Veteran: Female 18 to 34 Veteran,veteran_f18to34_veteran,Population,Veteran Status,B21001_026E,B21001
1117,Veteran: Female 18 to 34 Nonveteran,veteran_f18to34_nonveteran,Population,Veteran Status,B21001_027E,B21001
1118,Veteran: Female 35 to 54,veteran_f35to54,Population,Veteran Status,B21001_028E,B21001
1119,Veteran: Female 35 to 54 Veteran,veteran_f35to54_veteran,Population,Veteran Status,B21001_029E,B21001
1120,Veteran: Female 35 to 54 Nonveteran,veteran_f35to54_nonveteran,Population,Veteran Status,B21001_030E,B21001
1121,Veteran: Female 55 to 64,veteran_f55to64,Population,Veteran Status,B21001_031E,B21001
1122,Veteran: Female 55 to 64 Veteran,veteran_f55to64_veteran,Population,Veteran Status,B21001_032E,B21001
1123,Veteran: Female 55 to 64 Nonveteran,veteran_f55to64_nonveteran,Population,Veteran Status,B21001_033E,B21001
1124,Veteran: Female 65 to 74,veteran_f65to74,Population,Veteran Status,B21001_034E,B21001
1125,Veteran: Female 65 to 74 Veteran,veteran_f65to74_veteran,Population,Veteran Status,B21001_035E,B21001
1126,Veteran: Female 65 to 74 Nonveteran,veteran_f65to74_nonveteran,Population,Veteran Status,B21001_036E,B21001
1127,Veteran: Female 75+ ,veteran_f75+,Population,Veteran Status,B21001_037E,B21001
1128,Veteran: Female 75+ Veteran,veteran_f75+_veteran,Population,Veteran Status,B21001_038E,B21001
1129,Veteran: Female 75+ Nonveteran,veteran_f75+_nonveteran,Population,Veteran Status,B21001_039E,B21001
1130,TravelTimeMode: Means of Transportation to Work by Travel Time to Work Series Total,traveltimemode_series_total,Transportation,Travel Time,B08134_001E,B08134
1131,TravelTimeMode: Less than 10 Minutes,traveltimemode_lessthan10,Transportation,Travel Time,B08134_002E,B08134
1132,TravelTimeMode: 10 to 14 Minutes,traveltimemode_10to14,Transportation,Travel Time,B08134_003E,B08134
1133,TravelTimeMode: 15 to 19 Minutes,traveltimemode_15to19,Transportation,Travel Time,B08134_004E,B08134
1134,TravelTimeMode: 20 to 24 Minutes,traveltimemode_20to24,Transportation,Travel Time,B08134_005E,B08134
1135,TravelTimeMode: 25 to 29 Minutes,traveltimemode_25to29,Transportation,Travel Time,B08134_006E,B08134
1136,TravelTimeMode: 30 to 34 Minutes,traveltimemode_30to34,Transportation,Travel Time,B08134_007E,B08134
1137,TravelTimeMode: 35 to 44 Minutes,traveltimemode_35to44,Transportation,Travel Time,B08134_008E,B08134
1138,TravelTimeMode: 45 to 59 Minutes,traveltimemode_45to59,Transportation,Travel Time,B08134_009E,B08134
1139,TravelTimeMode: 60 or More Minutes,traveltimemode_60ormore,Transportation,Travel Time,B08134_010E,B08134
1140,"TravelTimeMode: Car, Truck, or Van",traveltimemode_cartruckvan,Transportation,Travel Time,B08134_011E,B08134
1141,"TravelTimeMode: Car, Truck, or Van Less than 10 Minutes",traveltimemode_cartruckvan_lessthan10,Transportation,Travel Time,B08134_012E,B08134
1142,"TravelTimeMode: Car, Truck, or Van 10 to 14 Minutes",traveltimemode_cartruckvan_10to14,Transportation,Travel Time,B08134_013E,B08134
1143,"TravelTimeMode: Car, Truck, or Van 15 to 19 Minutes",traveltimemode_cartruckvan_15to19,Transportation,Travel Time,B08134_014E,B08134
1144,"TravelTimeMode: Car, Truck, or Van 20 to 24 Minutes",traveltimemode_cartruckvan_20to24,Transportation,Travel Time,B08134_015E,B08134
1145,"TravelTimeMode: Car, Truck, or Van 25 to 29 Minutes",traveltimemode_cartruckvan_25to29,Transportation,Travel Time,B08134_016E,B08134
1146,"TravelTimeMode: Car, Truck, or Van 30 to 34 Minutes",traveltimemode_cartruckvan_30to34,Transportation,Travel Time,B08134_017E,B08134
1147,"TravelTimeMode: Car, Truck, or Van 35 to 44 Minutes",traveltimemode_cartruckvan_35to44,Transportation,Travel Time,B08134_018E,B08134
1148,"TravelTimeMode: Car, Truck, or Van 45 to 59 Minutes",traveltimemode_cartruckvan_45to59,Transportation,Travel Time,B08134_019E,B08134
1149,"TravelTimeMode: Car, Truck, or Van 60 or More Minutes",traveltimemode_cartruckvan_60ormore,Transportation,Travel Time,B08134_020E,B08134
1150,"TravelTimeMode: Car, Truck, or Van (Drove Alone)",traveltimemode_cartruckvan_drovealone,Transportation,Travel Time,B08134_021E,B08134
1151,"TravelTimeMode: Car, Truck, or Van (Drove Alone) Less than 10 Minutes",traveltimemode_cartruckvan_drovealone_lessthan10,Transportation,Travel Time,B08134_022E,B08134
1152,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 10 to 14 Minutes",traveltimemode_cartruckvan_drovealone_10to14,Transportation,Travel Time,B08134_023E,B08134
1153,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 15 to 19 Minutes",traveltimemode_cartruckvan_drovealone_15to19,Transportation,Travel Time,B08134_024E,B08134
1154,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 20 to 24 Minutes",traveltimemode_cartruckvan_drovealone_20to24,Transportation,Travel Time,B08134_025E,B08134
1155,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 25 to 29 Minutes",traveltimemode_cartruckvan_drovealone_25to29,Transportation,Travel Time,B08134_026E,B08134
1156,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 30 to 34 Minutes",traveltimemode_cartruckvan_drovealone_30to34,Transportation,Travel Time,B08134_027E,B08134
1157,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 35 to 44 Minutes",traveltimemode_cartruckvan_drovealone_35to44,Transportation,Travel Time,B08134_028E,B08134
1158,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 45 to 59 Minutes",traveltimemode_cartruckvan_drovealone_45to59,Transportation,Travel Time,B08134_029E,B08134
1159,"TravelTimeMode: Car, Truck, or Van (Drove Alone) 60 or More Minutes",traveltimemode_cartruckvan_drovealone_60ormore,Transportation,Travel Time,B08134_030E,B08134
1160,"TravelTimeMode: Car, Truck, or Van (Carpooled)",traveltimemode_cartruckvan_carpooled,Transportation,Travel Time,B08134_031E,B08134
1161,"TravelTimeMode: Car, Truck, or Van (Carpooled) Less than 10 Minutes",traveltimemode_cartruckvan_carpooled_lessthan10,Transportation,Travel Time,B08134_032E,B08134
1162,"TravelTimeMode: Car, Truck, or Van (Carpooled) 10 to 14 Minutes",traveltimemode_cartruckvan_carpooled_10to14,Transportation,Travel Time,B08134_033E,B08134
1163,"TravelTimeMode: Car, Truck, or Van (Carpooled) 15 to 19 Minutes",traveltimemode_cartruckvan_carpooled_15to19,Transportation,Travel Time,B08134_034E,B08134
1164,"TravelTimeMode: Car, Truck, or Van (Carpooled) 20 to 24 Minutes",traveltimemode_cartruckvan_carpooled_20to24,Transportation,Travel Time,B08134_035E,B08134
1165,"TravelTimeMode: Car, Truck, or Van (Carpooled) 25 to 29 Minutes",traveltimemode_cartruckvan_carpooled_25to29,Transportation,Travel Time,B08134_036E,B08134
1166,"TravelTimeMode: Car, Truck, or Van (Carpooled) 30 to 34 Minutes",traveltimemode_cartruckvan_carpooled_30to34,Transportation,Travel Time,B08134_037E,B08134
1167,"TravelTimeMode: Car, Truck, or Van (Carpooled) 35 to 44 Minutes",traveltimemode_cartruckvan_carpooled_35to44,Transportation,Travel Time,B08134_038E,B08134
1168,"TravelTimeMode: Car, Truck, or Van (Carpooled) 45 to 59 Minutes",traveltimemode_cartruckvan_carpooled_45to59,Transportation,Travel Time,B08134_039E,B08134
1169,"TravelTimeMode: Car, Truck, or Van (Carpooled) 60 or More Minutes",traveltimemode_cartruckvan_carpooled_60ormore,Transportation,Travel Time,B08134_040E,B08134
1170,TravelTimeMode: Public Transportation Excluding Taxi,traveltimemode_publictransportationexcludingtaxi,Transportation,Travel Time,B08134_061E,B08134
1171,TravelTimeMode: Public Transportation Excluding Taxi Less than 10 Minutes,traveltimemode_publictransportationexcludingtaxi_lessthan10,Transportation,Travel Time,B08134_062E,B08134
